question_id,question_text,correct_answer,option1,option2,option3,category_id,difficulty
2363,"Which of these is NOT a song on The Beatles' 1968 self titled album, also known as the White album?",Being For The Benefit Of Mr. Kite!,Being For The Benefit Of Mr. Kite!,Why Don't We Do It in the Road?,Everybody's Got Something to Hide Except Me and My Monkey,3,medium
2366,The key of sharps does the key of G# minor contain?,5,3,7,0,3,hard
2367,Which of these songs from American Idiot: The Musical was a previously unreleased Green Day song?,When It's Time,Are We The Waiting,Before The Lobotomy,Favorite Son,3,medium
2368,What was Daft Punk's first studio album?,Homework,Discovery,Homework,Random Access Memories,3,easy
2369,Which of these is NOT an album released by The Beatles?,The Wall,Abbey Road,Magical Mystery Tour,Revolver,3,medium
2370,When was Gangnam Style uploaded to YouTube?,2012,2013,2014,2012,3,easy
2371,Which of these Johns was murdered by gunshots outside the Dakota in New York in 1980?,John Lennon,Johnny Thunders,John Denver,John Lennon,3,medium
2372,"How many studio albums have the heavy metal band, 'Metallica' released in the period between 1983 and 2016?",10,7,10,9,3,medium
2373,Which of the following music bands is not from Finland?,Sabaton,Apocalyptica,Waltari,Lordi,3,medium
2374,The tuba is a part of which musical family?,Brass,Percussion,Strings,Woodwind,3,easy
2376,Which of these women is not a member of the Korean girl group TWICE?,Kang Seulgi,Myoui Mina,Kang Seulgi,Kim Dahyun,3,medium
2377,"What musician made the song ""F**kin` Perfect"" in 2010?",P!nk,P!nk,Mitis,Adam lambert,3,medium
2378,"Whose albums included ""Back in Black"" and ""Ballbreaker""?",AC/DC,Iron Maiden,Black Sabbath,Metallica,3,easy
2379,What album is the song 'New Slang' by The Shins found on?,"Oh, Inverted World","Oh, Inverted World",Wincing The Night Away,Chutes Too Narrow,3,hard
2380,What was the name of the rock band that Nobuo Uematsu formed that played songs from various Final Fantasy games?,The Black Mages,The Final Fantasies,The Espers,The Rock Summoners,3,hard
2381,"Which song on Daft Punk's ""Random Access Memories"" features Pharrell Williams?",Get Lucky,Doin' It Right,Get Lucky,Instant Crush,3,easy
2383,"In 2015, David Hasselhof released a single called...",True Survivor,True Fighter,Real Kung-Fury,True Survivor,3,medium
2385,"Which Iron Maiden album did the song ""Dream of Mirrors"" feature in?",Brave New World,Dance of Death,Brave New World,A Matter of Life and Death,3,medium
2386,"Who is the vocalist and frontman of rock band ""Guns N' Roses""?",Axl Rose,Kurt Cobain,Slash,Axl Rose,3,medium
2387,Chino Moreno is the lead singer of which alternative metal band?,Deftones,Tool,Korn,Type O Negative,3,hard
2388,Which Beatle led the way across the zebra crossing on the Abbey Road album cover?,John,Paul,George,John,3,medium
2390,"Which of these songs by artist Eminem contain the lyric ""Nice to meet you. Hi, my name is... I forgot my name!""?",Rain Man,Without Me,Kim,Square Dance,3,medium
2392,According to the RIAA: Which artist has sold the most albums by the million?,The Beatles,The Beatles,Elvis Presley,Michael Jackson,3,medium
2394,"Which of these songs is NOT in The Beatles' album ""Sgt. Pepper's Lonely Hearts Club Band""?",Strawberry Fields Forever,Getting Better,Strawberry Fields Forever,Fixing a Hole,3,medium
2396,"Moby, an American DJ, singer, and musician, achieved worldwide success for the 1999 release of which of the following albums?",Play,Play,Everything Is Wrong,Moby,3,medium
2397,"In the words of his 1973 song, Bob Dylan is ""knock, knock, knockin"" on which door?",Heaven's,Opportunity's,Angie's,Heaven's,3,easy
2398,Pete Townshend collaborated with which famous guitarist for an event at Brixton Academy in 1985?,David Gilmour,Jimmy Page,Mark Knopfler,Eric Clapton,3,hard
2399,"According to a Beatles song, who kept her face in a jar by the door?",Eleanor Rigby,Eleanor Rigby,Loretta Martin,Molly Jones,3,medium
2400,"Which famous rapper is featured in Jack Ü (Skrillex and Diplo)'s 2015 single called ""Febreze""?",2 Chainz,Kendrick Lamar,Future,2 Chainz,3,easy
2401,"Which English guitarist has the nickname ""Slowhand""?",Eric Clapton,Eric Clapton,Mark Knopfler,Jeff Beck,3,easy
2402,"The song ""Feel Good Inc."" by British band Gorillaz features which hip hop group?",De La Soul,De La Soul,Public Enemy,OutKast,3,medium
2405,What country did Shirley Bassey originate from?,Wales,America,England,Canada,3,medium
2406,What song by Tina Turner is the theme for Mad Max Beyond Thunderdome?,We Don't Need Another Hero,Let's Stay Together,We Don't Need Another Hero,What's Love Got To Do With It,3,medium
2407,"Which band had hits in 1972 with the songs ""Baby I'm A Want You"", ""Everything I Own"" and ""The Guitar Man""",Bread,America,Bread,Chicago,3,medium
2408,"The band Muse released their first album, Showbiz, in what year?",1999,1998,2000,2001,3,easy
2409,"What event inspired The Cranberries song ""Zombie"" ?",The Warrington Bombings,September 11 Attacks,The Warrington Bombings,The Manchester Arena Bombing,3,hard
2411,Who was the lead singer and frontman of rock band R.E.M?,Michael Stipe,Chris Martin,Thom Yorke,Michael Stipe,3,medium
2412,"Which year was the album ""Year of the Snitch"" by Death Grips released?",2018,2013,2017,2018,3,easy
2413,Brian May was the guitarist for which band?,Queen,Queen,Pink Floyd,Rolling Stones,3,easy
2414,What is not a wind instrument?,Viola,Viola,Oboe,Trombone,3,easy
2415,"When did The Beatles release the LP ""Please Please Me""?",1963,1970,1960,1969,3,medium
2416,"The 2016 song ""Starboy"" by Canadian singer The Weeknd features which prominent electronic artist?",Daft Punk,deadmau5,Disclosure,DJ Shadow,3,easy
2417,What M83 was featured in Grand Theft Auto V's radio?,Midnight City,Outro,Reunion,Midnight City,3,medium
2418,What is the opening track on Lorde's Pure Heroine?,Tennis Court,Team,Royals,400 Lux,3,medium
2419,What is the name of the second studio album released by American rapper Post Malone in 2018?,Beerbongs & Bentleys,Takin' Shots,Beerbongs & Bentleys,Rockstar,3,medium
2420,A Caixa Malacacheta is what kind of musical instrument which is commonly used in Latin American music?,Snare Drum,Snare Drum,Cow Bell,Bass Drum,3,hard
2423,"""Some people call me the space cowboy"" is the first line from what song?",The Joker,Fandango,The Joker,Take The Money and Run,3,easy
2424,Which of the following is NOT a song in BROCKHAMPTON's SATURATION album series?,LAMB,HOTTIE,LAMB,SWAMP,3,medium
2425,Who was walking like an Egyptian in 1981?,The Bangles,R.E.M.,The Ocean Blue,The Connells,3,medium
2426,Which album was released by Kanye West in 2013?,Yeezus,My Beautiful Dark Twisted Fantasy,The Life of Pablo,Watch the Throne,3,hard
2427,What was The Velvet Underground's first album called?,The Velvet Underground & Nico,The Velvet Underground & Nico,Loaded,The Velvet Underground,3,medium
2428,Which genre of Hip Hop does MC Frontalot rap?,Nerdcore,Nerdcore,Horrorcore,Christian,3,medium
2430,"The Who's eponymous line, ""Teenage Wasteland"", appears in which of their songs?",Baba O' Riley,The Seeker,Baba O' Riley,Won't Get Fooled Again,3,medium
2431,"The four strings on a violin are the G string, D string, A string, and...",E string,E string,C string,B string,3,easy
2433,Which country is singer Kyary Pamyu Pamyu from?,Japan,Japan,South Korea,China,3,medium
2434,"Which song in rapper Kanye West's album ""The Life of Pablo"" features Rihanna?",Famous,Wolves,Ultralight Beam,Highlights,3,hard
2435,What was Raekwon the Chefs debut solo album?,Only Built 4 Cuban Linx,Only Built 4 Cuban Linx,Shaolin vs Wu-Tang,The Wild,3,medium
2436,"How many copies have Metallica album ""Metallica"" (A.K.A The Black Album) sold worldwide (in Millions of Copies)?",20.5,19.5,22.5,25.5,3,medium
2438,"The 1952 musical composition 4'33"", composed by prolific American composer John Cage, is mainly comprised of what sound?",Silence,Farts,People talking,Silence,3,medium
2439,How many members are there in the band Nirvana?,Three,Three,Two,Four,3,easy
2440,Which of these is NOT a song featured on the Lockjaw EP released in 2013 by Flume & Chet Faker?,Left Alone,What About Us,This Song Is Not About A Girl,Drop The Game,3,hard
2442,Which of the following songs was not originally released by Sir Elton John?,You'll Be In My Heart,Crocodile Rock,Candle in the Wind,I Don't Wanna Go On With You Like That,3,easy
2443,"Johnny Cash did a cover of this song written by lead singer of Nine Inch Nails, Trent Reznor.",Hurt,Hurt,Closer,A Warm Place,3,medium
2446,Which of these is not a song on the album Graduation by Kanye West?,Waves,I Wonder,Big Brother,Waves,3,medium
2449,Which member of the Foo Fighters was previously the drummer for Nirvana?,Dave Grohl,Dave Grohl,Taylor Hawkins,Nate Mendel,3,easy
2450,Which of these artists do NOT originate from France?,The Chemical Brothers,The Chemical Brothers,Air,Justice,3,medium
2451,"Who was not in the band ""The Smiths""?",Martin Chambers,Morrissey,Martin Chambers,Andy Rourke,3,hard
2453,"Which of these languages was NOT included in the 2016 song ""Don't Mind"" by Kent Jones?",Portuguese,Japanese,French,Portuguese,3,medium
2454,The heavy metal band Black Sabbath hail from which English city?,Birmingham,Manchester,London,Birmingham,3,hard
2455,Which one of these artists appears in the album Deltron 3030?,Dan the Automater,Lamarr Kendrick,Danger Mouse,Dan the Automater,3,medium
2456,What is rapper Drake's real name?,Aubrey Graham,Shaun Carter,Dwayne Carter,Aubrey Graham,3,medium
2457,"Which of these artists did NOT feature in the fitfh studio album ""Humanz"" by British virtual band Gorillaz?",Snoop Dogg,Snoop Dogg,Vince Staples,Pusha T,3,hard
2459,"Which band had hits in 1975 with the songs, 'One Of These Nights' & 'Lyin Eyes'?",The Eagles,The Eagles,Fools Gold,The Doobie Brothers,3,medium
2461,Which one of these rappers is NOT a member of the rap group Wu-Tang Clan?,Dr.Dre,Ol' Dirty Bastard,Dr.Dre,GZA,3,medium
2462,"""Lift Your Spirit"" is an album by which artist?",Aloe Blacc,Lena Meyer-Landrut,Stevie Wonder,Aloe Blacc,3,medium
2463,What is the name of the 2016 studio album by the French electronic music duo Justice?,Woman,Randy,Woman,Safe and Sound,3,medium
2464,Who is the primary lyricist for Canadian progressive rock band Rush?,Neil Peart,Geddy Lee,Neil Peart,Alex Lifeson,3,medium
2465,"Madonna's song ""Hung Up"" includes a piece from which popular 70s song?",Gimmie! Gimmie! Gimme! (A Man After Midnight),Staying Alive,Night Fever,Gimmie! Gimmie! Gimme! (A Man After Midnight),3,medium
2466,What year was Huun Huur Tu's album Altai Sayan Tandy-Uula released?,2004,1993,2004,2006,3,hard
2468,"Björk's ""Unison"" contains a sample of which Oval song?",Aero Deck,Textuell,Panorama,Do While,3,hard
2469,Which term best describes the connection of two sections of a musical piece through a transitional passage?,Bridge,Coda,Bridge,Capo,3,easy
2470,"What is the stage name of English female rapper Mathangi Arulpragasam, who is known for the song ""Paper Planes""?",M.I.A.,K.I.A.,M.I.A.,C.I.A.,3,easy
2472,Which of these is the name of a song by Tears for Fears?,Shout,Scream,Shout,Yell,3,easy
2473,What's the most common time signature for rock songs?,4/4,1/2,8/12,2/4,3,medium
2475,"Cryoshell, known for ""Creeping in My Soul"" did the advertising music for what Lego Theme?",Bionicle,Hero Factory,Ben 10 Alien Force,Star Wars,3,medium
2477,Ringo Starr of The Beatles mainly played what instrument?,Drums,Bass,Drums,Guitar,3,easy
2482,Who was the first white band to play the Apollo Theater?,Buddy Holly and The Crickets,Chuck Berry,The Beatles,Elvis,3,medium
2483,"Which band released songs such as ""Electric Feel"", ""Kids"", and ""Time to Pretend""?",MGMT,Passion Pit,Phoenix,MGMT,3,medium
2484,Which Beatles album does NOT feature any of the band members on it's cover?,The Beatles (White Album),Rubber Soul,The Beatles (White Album),Abbey Road,3,easy
2486,Which of these aliases has NOT been used by electronic musician Aphex Twin?,Burial,Burial,Caustic Window,Bradley Strider,3,hard
2488,What was David Bowie's real surname?,Jones,Johnson,Edwards,Carter,3,medium
2489,"What is the first Studio Album to be released on the Internet with a ""Pay-What-You-Want"" price?",In Rainbows,The Help Album,Skrillex and Diplo Present Jack Ü,In Rainbows,3,hard
2490,"Which of these artists did NOT remix the song ""Faded"" by Alan Walker?",Skrillex,Tiësto,Skrillex,Slushii,3,hard
2492,What album did Gorillaz release in 2017?,Humanz,Plastic Beach,Humanz,The Fall,3,medium
2493,"Which of these is not a single by Pink Floyd guitarist, David Gilmour?",Sunset Strip,Rattle That Lock,Sunset Strip,Blue Light,3,medium
2497,Which of these are NOT a Men at Work song?,Basket Case,Dr. Heckyll and Mr. Jive,Who Can It Be Now?,Be Good Johnny,3,easy
2498,Which of these is not an Ed Sheeran album?,-,-,+,X,3,medium
2499,Artis Leon Ivey Jr. is better known as which rap artist?,Coolio,Dr Dre,Snoop Dogg,Coolio,3,hard
2500,Who is the lead singer of the band Coldplay?,Chris Martin,Chris Isaak,Chris Wallace,Chris Martin,3,easy
2501,"What Led Zeppelin album contains ""Stairway to Heaven""?",Led Zeppelin IV,Houses of the Holy,Led Zeppelin IV,Physical Graffiti,3,easy
2502,Kanye West at 2009 VMA's interrupted which celebrity?,Taylor Swift,MF DOOM,Beyonce,Beck,3,easy
2504,Which of the following songs did Elton John perform following Princess Diane's passing?,Candles in the Wind,I Guess That's Why They Call It The Blues,Your Song,Candles in the Wind,3,easy
2505,"""Grande Valse"" is a phrase from the song ""Gran Vals"". What is that song segment known as?",Nokia Tune,Hello Moto [Motorola Ringtone],Droid Ringtone,Nokia Tune,3,easy
2508,"What year was Red Hot Chill Pepper's album ""Californication"" released?",1999,1997,2000,1999,3,medium
2510,"What is the first track on the Dave Matthews Band album ""Before These Crowded Streets""?",Pantala Naga Pampa,Stay (Wasting Time),Pantala Naga Pampa,Rapunzel,3,hard
2511,How many members are in the Japanese rock band SCANDAL?,4,5,4,2,3,medium
2512,"In the song “The Ultimate Showdown of Ultimate Destiny,” who is the only one to survive the battle?",Mr. Rogers,Batman,Chuck Norris,Godzilla,3,medium
2514,What was the name of the hip hop group Kanye West was a member of in the late 90s?,The Go-Getters,The Go-Getters,The Jumpers,The Kickstarters,3,hard
2517,Which Death Grips album is the only one to feature a band member?,No Love Deep Web,Bottomless Pit,The Money Store,No Love Deep Web,3,hard
2518,"In which year was the Megadeth album ""Peace Sells... but Who's Buying?"" released?",1986,1979,1987,1986,3,medium
2519,"Irish musician Hozier released a music track in 2013 titled, ""Take Me to ______""",Church,Mosque,Synagogue,Temple,3,medium
2520,What was Bon Iver's debut album released in 2007?,"For Emma, Forever Ago","Bon Iver, Bon Iver","22, A Million",Blood Bank EP,3,medium
2521,Which rapper had an album that went double platinum with no features?,J. Cole,Kendrick Lamar,J. Cole,Drake,3,medium
2522,What was the name of the Wu-Tang Clan album Martin Shkreli bought for $2 million dollars?,Once Upon a Time in Shaolin,A Better Tomorrow,8 Diagrams,The Saga Continues,3,medium
2523,"Which song in Drake's ""Views"" features Future?",Grammys,Too Good,Grammys,Faithful,3,medium
2526,Which of these is NOT the name of an album released by Miami-based producer DJ Khaled?,Don't Ever Play Yourself,Major Key,Don't Ever Play Yourself,Suffering From Success,3,medium
2527,"Which famous 90's rap album is commonly referred to as ""The Bible of Hip Hop""?",Illmatic,The Low End Theory,The Chronic,Enter The Wu-Tang (36 Chambers),3,medium
2528,"Which punk rock band released hit songs such as ""Californication"", ""Can't Stop"" and ""Under the Bridge""?",Red Hot Chilli Peppers,Green Day,Red Hot Chilli Peppers,Linkin Park,3,easy
2530,"""The Singing Cowboy"" Gene Autry is credited with the first recording for all but which classic Christmas jingle?",White Christmas,Frosty the Snowman,White Christmas,Rudolph the Red-Nosed Reindeer,3,easy
2531,"""Hallelujah"" is a song written by which Canadian recording artist?",Leonard Cohen,Kory Lefkowits,Ryan Letourneau,Leonard Cohen,3,easy
2533,Which member of the Wu-Tang Clan had only one verse in their debut album Enter the Wu-Tang (36 Chambers)?,Masta Killa,Method Man,Inspectah Deck,GZA,3,hard
2535,"Which member of the British pop group ""The Spice Girls"" was known as Ginger Spice?",Geri Halliwell,Melanie Brown,Emma Bunton,Victoria Beckham,3,medium
2536,"Who performed the guitar solo on Michael Jackson's hit ""Beat It""?",Eddie Van Halen,Steve Vai,Kirk Hammett,Zakk Wylde,3,medium
2537,"In Kendrick Lamar's 2012 album, ""Good Kid, M.A.A.D City"", the album's story takes place in which city?",Compton,Compton,Detroit,New York,3,hard
2539,"Which country does the power metal band ""Sabaton"" originate from?",Sweden,Germany,United States,Sweden,3,medium
2541,"Which French duo had UK hits in 1998 with the songs 'Sexy Boy', 'Kelly Watch The Stars' & 'All I Need'?",Air,Air,Fire,Earth,3,medium
2542,"Who recorded the album called ""Down to the Moon"" in 1986?",Andreas Vollenweider,Jean-Michel Jarre,Bing Crosby,Enya,3,medium
2543,In which city did American rap producer DJ Khaled originate from?,Miami,New York,Miami,Detroit,3,medium
2545,EDM record label Monstercat is based in which country?,Canada,United States,Australia,United Kingdom,3,medium
2546,"Which album by American rapper Kanye West contained songs such as ""Love Lockdown"", ""Paranoid"" and ""Heartless""?",808s & Heartbreak,Late Registration,808s & Heartbreak,The Life of Pablo,3,medium
2547,Which of these albums is a Wu-Tang Clan album?,Iron Flag,Perfect Hair,Iron Flag,The Low End Theory,3,medium
2554,Who had a 1983 hit with the song 'Africa'?,Toto,Foreigner,Steely Dan,Toto,3,easy
2558,What album did The Lumineers release in 2016?,Cleopatra,Winter,The Lumineers,Tracks From The Attic,3,easy
2559,Which of these bands is the oldest?,Pink Floyd,Pink Floyd,AC/DC,Metallica,3,medium
2561,"Who had a US and UK number 1 hit in 1962 with the instrumental, 'Telstar'?",The Tornados,The Tornados,The Ventures,The Spotnicks,3,medium
2562,Which of Michael Jackson's albums sold the most copies?,Thriller,Dangerous,Thriller,Bad,3,hard
2564,What is the last song on the first Panic! At the Disco album?,"Build God, Then We'll Talk","Build God, Then We'll Talk","Nails for Breakfast, Tacks for Snacks",I Write Sins Not Tragedies,3,medium
2566,Which popular rock band has a one-armed drummer?,Def Leppard,Def Leppard,The Beatles,Lynyrd Skynyrd,3,medium
2569,"Which artist released the 2012 single ""Harlem Shake"", which was used in numerous YouTube videos in 2013?",Baauer,RL Grime,Baauer,NGHTMRE,3,easy
2571,Korean girl group TWICE is under which Entertainment Label?,JYP,MBK,JYP,YG,3,medium
2574,Electronic artists Boys Noize and Skrillex have collaborated and released tracks under what name?,Dog Blood,Dog Blood,Jack Ü,What So Not,3,hard
2579,The Proclaimers - I'm Gonna Be (500 Miles) reached what position on the US Hot 100 Charts in 1993?,3rd,3rd,8th,1st,3,medium
2583,"Which band released songs suchs as ""Rio"", ""Girls on Film"", and ""The Reflex""?",Duran Duran,The Cure,Duran Duran,New Order,3,easy
2584,Who was the original drummer for The Beatles?,Tommy Moore,Ringo Starr,Stuart Sutcliffe,Tommy Moore,3,hard
2585,"Which singer was featured in Swedish producer Avicii's song ""Wake Me Up""?",Aloe Blacc,Aloe Blacc,John Legend,CeeLo Green,3,medium
2587,"Which of these bands was a featuring artist in Compton rapper Kendrick Lamar's 2017 album, ""DAMN.""?",U2,Radiohead,Coldplay,U2,3,medium
2588,Where does the Mac part of the name Fleetwood Mac come from?,John McVie,Christine McVie,John McVie,Mac McAnally,3,easy
2589,Which of these is NOT a song by Pegboard Nerds?,WiFi Tears,Swamp Thing,Emoji,WiFi Tears,3,medium
2592,Which band is the longest active band in the world with no breaks or line-up changes?,U2,Radiohead,Rush,Rolling Stones,3,hard
2593,"Which band recorded the album ""Parallel Lines""?",Blondie,Paramore,Coldplay,The Police,3,easy
2595,"Which rap group released the album ""Straight Outta Compton""?",N.W.A,Wu-Tang Clan,Run-D.M.C.,N.W.A,3,easy
2597,"""Drink the Sea"" is an album by which electronic music artist?",The Glitch Mob,Avicii,XXYYXX,The Glitch Mob,3,medium
2599,"When was the 3rd album ""Notes from the Underground"" of the band ""Hollywood Undead"" released?",2013,2011,2014,2009,3,medium
2606,"Which song made by MAN WITH A MISSION was used as the opening for the anime ""Log Horizon""?","""Database""","""Database""","""Dead End in Tokyo""","""Raise Your Flag""",3,medium
2611,"Which artist curated the official soundtrack for ""The Hunger Games: Mockingjay - Part 1""?",Lorde,Kanye West,Tove Lo,Charli XCX,3,medium
2613,"Which country does the electronic music duo ""The Knife"" originate from?",Sweden,Finland,Denmark,Sweden,3,medium
2616,Ellie Goulding's earliest album was named?,Lights,Halcyon,Bright Lights,Halcyon Days,3,medium
2618,"Which former boy-band star released hit solo single ""Angels"" in 1997?",Robbie Williams,Robbie Williams,Justin Timberlake,Harry Styles,3,easy
2619,Which Canadian reggae musician had a 1993 hit with the song 'Informer'?,Snow,Rain,Snow,Hail,3,easy
2622,"Who released the 1991 album ""Out of Time""?",R.E.M.,U2,R.E.M.,Coldplay,3,medium
2623,"Which Beatle wrote and sang the song ""Why Don't We Do It in the Road"" after being inspired by seeing two monkeys copulating in the street?",Paul,Paul,John,George,3,medium
2632,What song originally performed by The Bee Gees in 1978 had a cover version by Steps 20 years later?,Tragedy,Night Fever,Stayin' Alive,Tragedy,3,hard
2633,"Which year was the album ""Floral Shoppe"" by Macintosh Plus released?",2011,2014,2013,2011,3,hard
2640,Which of the following guitarists recorded an album as a member of the Red Hot Chili Peppers?,Dave Navarro,Tom Morello,Billy Corgan,Dave Navarro,3,medium
2642,"According to the American rapper Nelly, what should you do when its hot in here?",Take off all your clothes,Take a cool shower,Drink some water,Go skinny dipping,3,easy
2644,What is Pink Floyd's first album?,The Piper at the Gates of Dawn,The Dark Side of the Moon,The Piper at the Gates of Dawn,Wish You Were Here,3,hard
2648,"Who is the founder and leader of industrial rock band, 'Nine Inch Nails'?",Trent Reznor,Trent Reznor,Marilyn Manson,Robin Finck,3,medium
2650,"Which of these artists was NOT a member of the electronic music supergroup Swedish House Mafia, which split up in 2013?",Alesso,Steve Angello,Sebastian Ingrosso,Alesso,3,medium
2654,Who is the lead singer of Silverchair?,Daniel Johns,Ben Gillies,Chris Joannou,Daniel Johns,3,medium
2655,Who wrote the Sinead O`Connor hit 'Nothing Compares 2 U'?,Prince,Michael Jackson,Prince,Cameo,3,easy
2657,Who is the lead singer of Foo Fighters?,Dave Grohl,Dave Grohl,Dave Mustaine,James Hetfield,3,easy
2660,Which one of these Pink Floyd albums were also a movie?,The Wall,The Dark Side of the Moon,The Wall,Wish You Were Here,3,medium
2662,Which Nirvana album had a naked baby on the cover?,Nevermind,Nevermind,Bleach,In Utero,3,easy
2663,"Which Toronto landmark was featured on the cover art of Canadian rapper Drake's 2016 album ""Views""?",CN Tower,CN Tower,Allan Gardens,Union Station,3,medium
2668,"Which member of ""The Beatles"" narrated episodes of ""Thomas the Tank Engine""?",Ringo Starr,George Harrison,John Lennon,Ringo Starr,3,medium
2670,Which 80s band is fronted by singer/guitarist Robert Smith?,The Cure,The Smiths,Echo & the Bunnymen,The Cure,3,easy
2671,What was the last Aphex Twin album released before his decade-long hiatus?,Drukqs,Windowlicker,Syro,Collected Ambient Works 85-92,3,hard
2673,Saul Hudson (Slash) of the band Guns N' Roses is known for playing what type of guitar?,Les Paul Standard,Fender Stratocaster,LsL Mongrel,Gretsch Falcon,3,medium
2680,Liam Howlett founded which electronic music group in 1990?,The Prodigy,The Chemical Brothers,The Crystal Method,The Prodigy,3,medium
2689,"The ""British Invasion"" was a cultural phenomenon in music where British boy bands became popular in the USA in what decade?",60's,50's,40's,60's,3,easy
2690,What song on ScHoolboy Q's album Black Face LP featured Kanye West?,THat Part,Neva CHange,THat Part,Big Body,3,medium
2692,"Who was featured in the song ""Words"" by Feint?",Laura Brehm,Anna Yvette,Danyka Nadeau,Veela,3,easy
2693,Which of the following is NOT a real song from the band Thousand Foot Krutch?,Limitless Fury,Let The Sparks Fly,Down,Give Up The Ghost,3,hard
2695,"Which song by Swedish electronic musician Avicii samples the song ""Something's Got A Hold On Me"" by Etta James?",Levels,Fade Into Darkness,Silhouettes,Levels,3,medium
2696,Pink Floyd made this song for their previous lead singer Syd Barrett.,Shine On You Crazy Diamond,Wish You Were Here,Shine On You Crazy Diamond,Have A Cigar,3,medium
2701,"This movie contains the quote, ""I feel the need ... the need for speed!""",Top Gun,Days of Thunder,The Color of Money,Cocktail,4,easy
2702,This trope refers to minor characters that are killed off to show how a monster works.,Red Shirt,Minions,Red Shirt,Expendables,4,medium
2703,What was Humphrey Bogart's middle name?,DeForest,DeForest,DeWinter,Steven,4,hard
2704,"What is the name of the character Nicolas Cage plays in the movie ""National Treasure?""",Benjamin Franklin Gates,Thomas Jefferson Walker,Benjamin Franklin Gates,George Washington Swanson,4,medium
2705,"In the movie ""Scream"" who is Ghost Face?",Billy Loomis and Stu Macher,Billy Loomis and Stu Macher,Dewey Riley,Sidney Prescott,4,hard
2706,"Who is the director of the 1991 film ""Silence of the Lambs""?",Jonathan Demme,Stanley Kubrick,Jonathan Demme,Frank Darabont,4,medium
2707,"In the movie “The Iron Giant,” this character is the protagonist.",Hogarth Hughes,Kent Mansley,Dean McCoppin,Annie Hughes,4,medium
2708,What is the birth name of Michael Keaton?,Michael Douglas,Michael Fox,Michael Douglas,Michael Richards,4,medium
2709,The Queen song `A Kind Of Magic` is featured in which 1986 film?,Highlander,Highlander,Flash Gordon,Labyrinth,4,easy
2710,"What type of cheese, loved by Wallace and Gromit, had it's sale prices rise after their successful short films?",Wensleydale,Cheddar,Moon Cheese,Edam,4,medium
2711,Velma Kelly and Roxie Hart are the protagonists of which Oscar winning movie?,Chicago,Dreamgirls,Cabaret,Chicago,4,medium
2712,Which of the following is NOT a quote from the 1942 film Casablanca?,"""Frankly, my dear, I don't give a damn.""","""Here's lookin' at you, kid.""","“Of all the gin joints, in all the towns, in all the world, she walks into mine…”","""Round up the usual suspects.""",4,medium
2713,"Who plays protagonist Ethan Hunt in the ""Mission: Impossible"" film-series?",Tom Cruise,Johnny Depp,Sean Connery,Pierce Brosnan,4,easy
2714,"In the 1994 movie ""Speed"", what is the minimum speed the bus must go to prevent to bomb from exploding?",50 mph,50 mph,60 mph,40 mph,4,medium
2715,How old was Laurence Fishburne when Francis Ford Coppola cast him in Apocalypse Now (1979)?,14,16,14,18,4,hard
2716,"In which film does Humphrey Bogart say the famous line, ""Here's looking at you, kid""?",Casablanca,Casablanca,The Maltese Falcon,The Treasure of the Sierra Madre,4,easy
2717,"Which director directed the movie ""Pan's Labyrinth""?",Guillermo Del Toro,Alfonso Cuarón,Alejandro González Iñárritu,Guillermo Del Toro,4,medium
2718,"In Mulan (1998), who is the leader of the Huns?",Shan Yu,Shan Yu,Chien-Po,Li Shang,4,medium
2719,"Which famous singer was portrayed by actor Kevin Spacey in the 2004 biographical film ""Beyond the Sea""?",Bobby Darin,Louis Armstrong,Bobby Darin,Frank Sinatra,4,medium
2720,"Which of the following films was directed by Ivan Reitman, written by Gary Ross, featured Kevin Kline, and was released in 1993?",Dave,John,Dave,Will,4,hard
2721,"In the 1984 movie ""The Terminator"", what model number is the Terminator portrayed by Arnold Schwarzenegger?",T-800,I-950,T-888,T-800,4,medium
2722,"Who directed the movie ""Alien""?",Ridley Scott,Christopher Nolan,Michael Bay,James Cameron,4,medium
2723,"Who is the main protagonist in, the 1985 film, Back to the Future?",Marty McFly,"Emmett ""Doc"" Brown",Marty McFly,Biff Tannen,4,easy
2724,"The 2002 film ""28 Days Later"" is mainly set in which European country?",United Kingdom,France,Italy,United Kingdom,4,easy
2725,"For the film ""Raiders of The Lost Ark"", what was Harrison Ford sick with during the filming of the Cairo chase?",Dysentery,Anemia,Dysentery,Constipation,4,easy
2726,Actress Susan Sarandon caught pneumonia during filming of which movie?,The Rocky Horror Picture Show,The Rocky Horror Picture Show,Thelma and Louise,Dead Man Walking,4,medium
2727,What was Bruce Campbell's iconic one-liner after getting a chainsaw hand in Evil Dead 2?,Groovy.,Gnarly.,Groovy.,Perfect.,4,easy
2728,What is the birth name of Michael Caine?,Maurice Micklewhite,Morris Coleman,Carl Myers,Martin Michaels,4,medium
2729,"What is the orange and white bot's name in ""Star Wars: The Force Awakens""?",BB-8,BB-3,AA-A,BB-8,4,easy
2730,Who directed the Kill Bill movies?,Quentin Tarantino,Arnold Schwarzenegger,Quentin Tarantino,David Lean,4,easy
2731,Which retired American football quarterback played himself in 'Ace Ventura: Pet Detective' and 'Little Nicky'?,Dan Marino,Dan Marino,John Elway,Tom Brady,4,medium
